city,pool,garage,sqft,bed,bath,price
Long Beach,yes,yes,2059,5,4,309727
Long Beach,no,yes,2427,6,5,420842
Santa Monica,yes,yes,2610,7,6,768892
Santa Monica,no,yes,2506,3,2,814142
Long Beach,yes,no,2134,3,2,829796
Long Beach,no,yes,2129,3,2,709393
Westwood,yes,yes,1885,4,3,625893
Long Beach,no,yes,2206,3,2,579022
Westwood,no,yes,2004,1,1,230462
Westwood,yes,yes,2178,4,3,868900
Westwood,no,yes,1837,5,4,334486
Long Beach,yes,yes,1777,3,2,211169
Westwood,no,yes,2081,1,1,1018612
Santa Monica,no,yes,2526,3,2,1295459
Long Beach,no,no,2476,2,1,474544
Long Beach,no,no,1320,2,1,292583
Long Beach,no,yes,1923,2,1,519094
Westwood,yes,no,1594,3,2,494694
Santa Monica,no,no,1795,1,1,774442
Westwood,no,yes,2194,1,1,881455
Santa Monica,no,yes,2456,3,2,890124
Santa Monica,no,no,1797,3,2,965702
Long Beach,no,yes,2151,2,1,431032
Westwood,no,yes,2220,3,2,812906
Long Beach,no,yes,1610,2,1,396393
Westwood,no,no,1648,3,2,275483
Westwood,no,yes,1627,1,1,801263
Westwood,yes,no,1774,2,1,348446
Long Beach,yes,yes,1790,3,2,701522
Long Beach,no,yes,2446,3,2,805610
Westwood,no,yes,2129,3,2,775615
Long Beach,no,yes,2056,3,2,771307
Santa Monica,no,no,2335,5,4,889864
Long Beach,yes,yes,2277,1,1,531236
Santa Monica,no,no,1846,1,1,1055966
Long Beach,no,no,2133,4,3,760184
Long Beach,no,yes,1888,2,1,571124
Santa Monica,no,yes,2254,2,1,979765
Long Beach,yes,no,1593,2,1,315467
Long Beach,no,yes,2494,6,5,307400
Westwood,no,yes,2600,3,2,241381
Long Beach,yes,yes,2294,5,4,598572
Santa Monica,no,yes,2832,2,1,542484
Long Beach,no,yes,1930,2,1,472143
Westwood,no,yes,1797,3,2,594202
Long Beach,yes,yes,1708,2,1,573427
Santa Monica,no,yes,1874,4,3,518863
Westwood,no,yes,1759,1,1,641155
Long Beach,no,yes,2095,3,2,613674
Westwood,no,yes,2432,2,1,608182
Long Beach,yes,no,2780,3,2,606783
Long Beach,yes,yes,2321,4,3,327030
Westwood,no,yes,1590,2,1,259253
Santa Monica,no,yes,1697,3,2,808419
Long Beach,no,no,1935,3,2,779090
Westwood,no,yes,1678,4,3,441434
Long Beach,yes,yes,1784,4,3,431669
Santa Monica,yes,yes,2346,2,1,729705
Long Beach,yes,no,1548,1,1,537394
Santa Monica,no,no,2284,2,1,864176
Long Beach,no,no,2275,3,2,964081
Long Beach,no,yes,2841,6,5,795483
Long Beach,no,yes,2045,2,1,289753
Long Beach,no,yes,2237,4,3,282311
Westwood,no,yes,1763,4,3,456424
Long Beach,no,yes,1768,4,3,451077
Westwood,no,no,2354,1,1,1003148
Westwood,no,yes,1912,1,1,194155
Santa Monica,no,yes,2845,5,4,873641
Long Beach,yes,yes,1948,5,4,823326
Long Beach,no,no,1564,3,2,435187
Westwood,no,yes,2358,2,1,574616
Long Beach,yes,no,2266,4,3,634286
Westwood,no,no,1279,1,1,381327
Long Beach,yes,yes,2359,3,2,584256
Long Beach,no,yes,1930,2,1,472143
Long Beach,yes,yes,1761,2,1,323310
Long Beach,yes,yes,2194,4,3,727161
Long Beach,no,yes,1397,2,1,532899
Long Beach,no,no,2302,6,5,666102
Westwood,no,yes,2547,5,4,865579
Long Beach,no,no,2691,1,1,589064
Long Beach,yes,yes,1324,4,3,410398
Santa Monica,no,no,2612,5,4,1126359
Westwood,no,no,2102,7,6,609076
Long Beach,no,yes,1699,2,1,586251
Long Beach,no,yes,1960,4,3,515863
Long Beach,no,yes,2572,4,3,1102914
Westwood,no,no,2643,2,1,989790
Long Beach,yes,yes,2421,5,4,474910
Long Beach,no,yes,2166,4,3,499908
Santa Monica,no,no,2583,7,6,851831
Westwood,no,yes,1342,4,3,205063
Santa Monica,yes,yes,2285,3,2,1030713
Westwood,no,yes,1496,3,2,621174
Westwood,yes,no,1849,3,2,585141
Long Beach,yes,no,1641,1,1,308099
Westwood,no,no,2627,1,1,620602
Westwood,yes,no,1437,2,1,376952
Long Beach,yes,yes,1947,2,1,683557
Santa Monica,no,yes,1529,2,1,613392
Santa Monica,no,yes,1731,3,2,742882
Westwood,yes,yes,1729,4,3,380356
Long Beach,no,yes,2035,3,2,602547
Long Beach,no,yes,2111,2,1,379675
Long Beach,yes,no,2667,2,1,322905
Westwood,yes,no,2044,2,1,566852
Long Beach,no,yes,2325,4,3,430668
Long Beach,no,yes,1419,2,1,278411
Santa Monica,yes,yes,2227,4,3,463277
Long Beach,yes,yes,2294,5,4,598572
Long Beach,yes,yes,1802,1,1,651730
Westwood,yes,no,2167,2,1,473385
Santa Monica,no,yes,1358,3,2,190118
Long Beach,no,yes,1802,2,1,669818
Santa Monica,no,yes,1816,3,2,474696
Long Beach,yes,no,2887,6,5,1076187
Santa Monica,no,no,2399,8,7,593312
Long Beach,yes,no,2196,4,3,941071
Santa Monica,no,yes,1772,1,1,534970
Long Beach,no,no,2138,1,1,571256
Long Beach,no,no,2429,7,6,671059
Long Beach,no,yes,1138,1,1,641417
Santa Monica,no,yes,2293,4,3,723278
Santa Monica,no,yes,2116,1,1,563138
Long Beach,no,yes,2770,3,2,649589
Westwood,no,no,1728,2,1,752458
Westwood,no,yes,2128,3,2,345813
Long Beach,no,yes,1798,2,1,560901
Long Beach,no,yes,1456,5,4,163895
Santa Monica,no,yes,1785,2,1,492918
Long Beach,no,yes,2519,4,3,616693
Santa Monica,no,yes,2112,5,4,625244
Long Beach,no,yes,2079,1,1,450797
Long Beach,no,yes,2788,1,1,565579
Westwood,yes,yes,2193,3,2,976373
Long Beach,no,yes,1722,2,1,488886
Long Beach,no,yes,2125,4,3,602701
Santa Monica,no,yes,2189,4,3,671529
Long Beach,no,yes,1631,4,3,214263
Long Beach,no,yes,2361,4,3,182052
Long Beach,no,yes,1656,2,1,349250
Long Beach,yes,yes,2100,3,2,486478
Long Beach,no,yes,1258,1,1,395775
Westwood,no,yes,1862,1,1,387562
Santa Monica,no,yes,2367,2,1,776370
Long Beach,yes,yes,2702,5,4,830130
Long Beach,no,yes,1428,3,2,209336
Long Beach,no,yes,2145,3,2,234485
Long Beach,no,yes,1910,4,3,462338
Santa Monica,no,yes,1748,5,4,530517
Westwood,no,yes,1902,5,4,333108
Santa Monica,no,yes,1912,5,4,783343
Long Beach,no,yes,2707,4,3,355792
Santa Monica,yes,yes,1932,3,2,593103
Long Beach,no,no,2662,4,3,557211
Santa Monica,yes,yes,1286,2,1,520926
Westwood,yes,no,2482,1,1,852197
Westwood,no,yes,1896,4,3,456876
Long Beach,no,no,1790,3,2,617609
Long Beach,no,yes,2246,5,4,415686
Long Beach,no,yes,1761,4,3,539349
Long Beach,no,yes,2981,7,6,983142
Long Beach,no,yes,2735,2,1,1220096
Santa Monica,yes,no,2249,3,2,873234
Santa Monica,no,yes,1698,4,3,552804
Long Beach,no,yes,2519,1,1,1500570
Santa Monica,no,yes,1546,2,1,488203
Westwood,no,no,1567,1,1,263435
Long Beach,no,no,1980,1,1,839866
Westwood,no,yes,2175,6,5,633208
Long Beach,no,yes,1551,4,3,346411
Long Beach,no,yes,2242,9,8,464059
Santa Monica,no,yes,1980,1,1,1052138
Long Beach,no,yes,2193,3,2,809584
Long Beach,no,yes,1429,1,1,380434
Long Beach,yes,yes,2356,1,1,724519
Santa Monica,no,yes,1395,2,1,254974
Long Beach,no,no,1435,1,1,301879
Westwood,yes,yes,1803,1,1,567868
Santa Monica,no,yes,1586,4,3,319023
Long Beach,no,yes,1740,3,2,306847
Santa Monica,no,yes,1791,2,1,832951
Santa Monica,no,no,1320,3,2,671408
Long Beach,yes,yes,2072,4,3,323494
Long Beach,yes,yes,2359,3,2,584256
Long Beach,no,no,1358,4,3,813044
Long Beach,no,no,2097,4,3,425807
Westwood,no,no,2156,5,4,870766
Long Beach,yes,no,1833,7,6,481275
Westwood,no,yes,2048,3,2,371841
Westwood,no,yes,1979,4,3,185018
Santa Monica,yes,yes,1617,2,1,433940
Westwood,no,yes,1926,2,1,481111
Westwood,no,yes,1672,2,1,851670
Long Beach,no,yes,1761,4,3,539349
Santa Monica,no,no,1301,1,1,514715
Santa Monica,yes,no,2801,4,3,990654
Long Beach,yes,yes,2560,2,1,183125
Westwood,no,yes,1931,2,1,466041
Long Beach,no,yes,2185,2,1,767134
Long Beach,yes,yes,1911,4,3,344258
Long Beach,no,yes,2579,1,1,730496
Westwood,yes,yes,1936,3,2,405299
Westwood,no,yes,1847,2,1,660263
Westwood,no,yes,1594,1,1,609299
Westwood,yes,yes,2008,3,2,566728
Westwood,no,yes,2341,4,3,1026626
Long Beach,no,yes,2078,3,2,415167
Santa Monica,no,yes,1972,2,1,376797
Long Beach,no,yes,2226,5,4,360685
Westwood,no,yes,1837,5,4,334486
Long Beach,yes,no,1940,6,5,759714
Westwood,no,no,1874,2,1,569644
Santa Monica,no,yes,2189,3,2,851324
Westwood,no,yes,1682,2,1,515705
Westwood,yes,yes,3298,2,1,897539
Santa Monica,no,no,2527,9,8,704344
Santa Monica,yes,no,1975,4,3,664286
Long Beach,yes,yes,1664,3,2,154893
Long Beach,no,yes,1993,2,1,196044
Long Beach,no,yes,1959,1,1,775200
Santa Monica,no,yes,2328,2,1,924812
Westwood,no,yes,1658,4,3,631295
Long Beach,no,yes,2545,4,3,883504
Long Beach,no,yes,2215,5,4,716822
Long Beach,no,yes,2656,3,2,658718
Westwood,no,yes,1787,2,1,450788
Long Beach,yes,yes,1858,3,2,604150
Long Beach,no,yes,1367,2,1,359974
Long Beach,no,yes,2246,5,4,415686
Santa Monica,no,yes,1900,1,1,486425
Westwood,yes,yes,2107,3,2,329341
Westwood,no,no,2238,7,6,723493
Westwood,no,yes,2549,4,3,694426
Long Beach,no,yes,1415,3,2,654223
Long Beach,yes,yes,1800,1,1,518461
Santa Monica,no,yes,2005,3,2,726615
Long Beach,no,no,1496,4,3,263196
Westwood,no,no,2367,3,2,573221
Westwood,no,yes,2662,4,3,1120005
Westwood,no,yes,2082,2,1,526489
Santa Monica,no,yes,2626,5,4,1085463
Long Beach,no,no,1934,3,2,242708
Long Beach,no,yes,2524,3,2,365282
Long Beach,no,yes,1863,1,1,669344
Westwood,no,yes,1594,1,1,228528
Long Beach,no,yes,2060,4,3,464362
Long Beach,no,yes,1595,3,2,200453
Santa Monica,no,yes,2335,4,3,809537
Westwood,no,yes,2091,4,3,444867
Santa Monica,no,yes,2237,3,2,555289
Long Beach,no,yes,1986,3,2,710101
Westwood,yes,no,1411,2,1,367845
Santa Monica,no,yes,2338,4,3,695929
Long Beach,yes,yes,2682,3,2,491778
Santa Monica,no,yes,1932,3,2,811518
Santa Monica,yes,yes,2043,5,4,659012
Westwood,no,yes,2303,2,1,679268
Long Beach,no,yes,2176,3,2,560397
Long Beach,no,no,1910,1,1,545347
Long Beach,no,yes,1458,2,1,189393
Long Beach,no,no,1358,4,3,813044
Long Beach,no,yes,1694,3,2,189648
Long Beach,no,yes,2428,3,2,833534
Long Beach,no,yes,1357,3,2,464677
Santa Monica,no,yes,2491,1,1,776174
Long Beach,no,yes,1615,3,2,153364
Westwood,no,no,1829,3,2,358833
Westwood,no,no,1858,4,3,428204
Westwood,no,no,1910,3,2,751237
Long Beach,no,yes,3240,4,3,582366
Santa Monica,yes,yes,2322,3,2,662558
Westwood,yes,no,1971,2,1,633177
Santa Monica,no,yes,2134,3,2,828340
Long Beach,no,yes,1960,2,1,438601
Long Beach,yes,yes,2232,1,1,304890
Santa Monica,no,yes,1637,4,3,560457
Westwood,yes,yes,1928,10,9,893273
Westwood,yes,no,2795,5,4,744328
Long Beach,no,yes,1791,1,1,714667
Santa Monica,yes,yes,1840,2,1,479684
Westwood,no,yes,2398,6,5,518932
Long Beach,no,no,1531,3,2,683021
Long Beach,no,no,2974,8,7,480445
Santa Monica,no,yes,1775,1,1,521882
Westwood,no,yes,1802,3,2,312126
Westwood,no,yes,2051,2,1,657234
Long Beach,no,yes,1479,4,3,256646
Long Beach,yes,no,1926,4,3,590566
Long Beach,no,yes,2052,5,4,559207
Long Beach,no,yes,1658,1,1,835278
Santa Monica,no,no,2111,6,5,538563
Santa Monica,yes,yes,1277,1,1,232886
Westwood,no,yes,1795,2,1,1039178
Long Beach,no,yes,2157,3,2,477390
Santa Monica,no,yes,2496,5,4,705079
Long Beach,no,yes,1407,1,1,267911
Santa Monica,no,no,1821,6,5,214687
Long Beach,no,yes,1675,2,1,321007
Westwood,no,yes,2482,4,3,591939
Santa Monica,no,yes,2517,3,2,980620
Long Beach,no,yes,1792,2,1,621526
Long Beach,yes,yes,2421,5,4,474910
Long Beach,no,no,2240,3,2,601170
Santa Monica,yes,yes,1521,3,2,519448
Westwood,no,yes,1904,2,1,869984
Santa Monica,yes,yes,2679,5,4,1326655
Long Beach,no,no,2426,6,5,536124
Westwood,no,yes,1786,2,1,466734
Long Beach,no,yes,1825,2,1,683057
Santa Monica,yes,yes,1844,2,1,683318
Westwood,yes,no,1806,5,4,444586
Santa Monica,no,yes,1891,3,2,857405
Westwood,yes,yes,2325,3,2,618415
Westwood,no,yes,1650,3,2,655050
Long Beach,no,no,1399,2,1,171820
Long Beach,no,no,1814,6,5,598455
Santa Monica,no,yes,2729,1,1,1227739
Long Beach,yes,yes,2630,5,4,640183
Long Beach,no,yes,2037,6,5,733884
Long Beach,no,yes,2443,3,2,758731
Long Beach,no,no,1441,2,1,187760
Long Beach,no,yes,2599,3,2,887051
Long Beach,no,no,2199,4,3,376074
Long Beach,no,yes,1960,2,1,438601
Long Beach,no,yes,2129,4,3,483548
Santa Monica,yes,yes,1952,4,3,553443
Long Beach,no,yes,1407,1,1,267911
